0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,4.854763569715606718e+04
4.166666666666666435e-02,4.532444973601080710e+04
6.250000000000000000e-02,4.309513338407354604e+04
8.333333333333332871e-02,4.157565633709326357e+04
1.041666666666666574e-01,4.058459408859539690e+04
1.250000000000000000e-01,3.988115414404886542e+04
1.458333333333333148e-01,3.943337499348195706e+04
1.666666666666666574e-01,3.919206219795056677e+04
1.875000000000000000e-01,3.891155225729058293e+04
2.083333333333333148e-01,3.883663683467419469e+04
2.291666666666666574e-01,3.884181025392258744e+04
2.500000000000000000e-01,3.855679883191917907e+04
2.708333333333333148e-01,3.875756034247807111e+04
2.916666666666666297e-01,3.879405838117298117e+04
3.125000000000000000e-01,3.825646222144239437e+04
3.333333333333333148e-01,3.902534496098155068e+04
3.541666666666666297e-01,3.872509801776485256e+04
3.750000000000000000e-01,3.776818085351323680e+04
3.958333333333333148e-01,3.992299986750660901e+04
4.166666666666666297e-01,3.813314976667327574e+04
4.375000000000000000e-01,3.706575060054954520e+04
4.583333333333333148e-01,4.024665069237819262e+04
4.791666666666666297e-01,4.024620468133996474e+04
5.000000000000000000e-01,3.705801265753785265e+04
5.208333333333332593e-01,3.706704685498434264e+04
5.416666666666666297e-01,4.027102586690332828e+04
5.625000000000000000e-01,4.027457084175375348e+04
5.833333333333332593e-01,3.708375781629820995e+04
6.041666666666666297e-01,3.709204766096943058e+04
6.250000000000000000e-01,4.024378860971035465e+04
6.458333333333332593e-01,3.904989151864761516e+04
6.666666666666666297e-01,3.712034311796025577e+04
6.875000000000000000e-01,3.844391808417285938e+04
7.083333333333332593e-01,4.033725759007471061e+04
7.291666666666666297e-01,3.866366413068374095e+04
7.500000000000000000e-01,3.713788020727628464e+04
7.708333333333332593e-01,4.001997867870031041e+04
7.916666666666666297e-01,3.960950922934978007e+04
8.125000000000000000e-01,3.713814334298107860e+04
8.333333333333332593e-01,3.719175539758733794e+04
8.541666666666666297e-01,4.034081004460027179e+04
8.750000000000000000e-01,4.033418803876933816e+04
8.958333333333332593e-01,3.712698231019126979e+04
9.166666666666666297e-01,3.814903012106614187e+04
9.375000000000000000e-01,4.032958972199607524e+04
9.583333333333332593e-01,3.990844824763599900e+04
9.791666666666666297e-01,3.712592319248685817e+04
1.000000000000000000e+00,3.712504843528466881e+04
1.020833333333333259e+00,4.032736037625919562e+04
1.041666666666666519e+00,4.032527630356950976e+04
1.062500000000000000e+00,3.712338125787018362e+04
1.083333333333333259e+00,3.712400097170589288e+04
1.104166666666666519e+00,4.032963743466640153e+04
1.125000000000000000e+00,4.032924243689224386e+04
1.145833333333333259e+00,3.712490989392319170e+04
1.166666666666666519e+00,3.712430629710420180e+04
1.187500000000000000e+00,4.033343142477261426e+04
1.208333333333333259e+00,3.963542009089858038e+04
1.229166666666666519e+00,3.713450451937272010e+04
